epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,15779.6,1.38299,1.06314,0.97095,0.50957,0.39898,0.41384,0.25173,1.29745,0.97688,0.95436,0.005743,0.005743,0.005743
45,15920.9,1.38113,1.05659,0.97535,0.51902,0.39951,0.41529,0.25156,1.29737,0.9778,0.9527,0.005644,0.005644,0.005644
46,16075.8,1.38464,1.05903,0.97375,0.50144,0.40478,0.41471,0.25181,1.29291,0.96868,0.95145,0.005545,0.005545,0.005545
47,16243.1,1.37693,1.0541,0.97226,0.50962,0.40291,0.41539,0.25135,1.29796,0.97387,0.95347,0.005446,0.005446,0.005446
48,16393.3,1.37606,1.04971,0.9696,0.51214,0.40396,0.42005,0.25461,1.28904,0.96659,0.95059,0.005347,0.005347,0.005347
49,16536.1,1.37816,1.04961,0.96884,0.50802,0.4061,0.41915,0.25307,1.29049,0.96867,0.95035,0.005248,0.005248,0.005248
50,16690.8,1.37893,1.05221,0.96947,0.52383,0.40123,0.42037,0.25438,1.29016,0.96534,0.95113,0.005149,0.005149,0.005149
51,16834.3,1.37328,1.04809,0.96694,0.50829,0.40322,0.41785,0.25359,1.28995,0.9676,0.95077,0.00505,0.00505,0.00505
52,17232,1.3647,1.03578,0.96599,0.51259,0.40882,0.42162,0.25711,1.28833,0.96073,0.94979,0.004951,0.004951,0.004951
53,17378.6,1.37432,1.04525,0.96812,0.51443,0.40952,0.42224,0.2561,1.29011,0.96392,0.94895,0.004852,0.004852,0.004852
54,17547.8,1.37482,1.04247,0.97136,0.52089,0.39947,0.42282,0.25687,1.28523,0.95997,0.94816,0.004753,0.004753,0.004753
55,17708.2,1.36325,1.03125,0.96708,0.50964,0.40954,0.42159,0.25529,1.2912,0.95833,0.94899,0.004654,0.004654,0.004654
56,17880.5,1.36912,1.03724,0.96584,0.51826,0.40897,0.4219,0.25544,1.28538,0.95838,0.94849,0.004555,0.004555,0.004555
57,18037.3,1.36213,1.03286,0.96759,0.5254,0.40664,0.42519,0.25879,1.28353,0.95628,0.94718,0.004456,0.004456,0.004456
58,18180.3,1.36354,1.02928,0.96619,0.52188,0.41142,0.42268,0.25746,1.28597,0.9565,0.94954,0.004357,0.004357,0.004357
59,18353.9,1.3575,1.02001,0.96355,0.51984,0.40761,0.42615,0.25953,1.28732,0.95495,0.9489,0.004258,0.004258,0.004258
60,18496,1.35563,1.01528,0.96225,0.52918,0.40632,0.42829,0.26066,1.27991,0.94988,0.94763,0.004159,0.004159,0.004159
61,18638.8,1.36427,1.02898,0.96587,0.52006,0.41298,0.42921,0.26081,1.28308,0.95231,0.94841,0.00406,0.00406,0.00406
62,18789.9,1.35015,1.01254,0.96112,0.52598,0.41142,0.43178,0.26326,1.27793,0.94647,0.94664,0.003961,0.003961,0.003961
63,19136.1,1.35624,1.01798,0.96388,0.52827,0.41125,0.43134,0.26259,1.27675,0.94688,0.94662,0.003862,0.003862,0.003862
64,19276.9,1.35058,1.0101,0.96188,0.5243,0.41169,0.4297,0.26125,1.27919,0.94589,0.94674,0.003763,0.003763,0.003763
65,19427.5,1.35559,1.01539,0.96128,0.52216,0.41268,0.43051,0.26237,1.28122,0.94455,0.94697,0.003664,0.003664,0.003664
66,19576.3,1.34952,1.01181,0.96053,0.52083,0.41641,0.4338,0.26363,1.27791,0.94465,0.94563,0.003565,0.003565,0.003565
67,19729.3,1.34807,1.00563,0.95967,0.52376,0.41902,0.43511,0.26486,1.27674,0.94445,0.94591,0.003466,0.003466,0.003466
68,19879,1.34531,1.00062,0.95931,0.53245,0.41309,0.43351,0.26359,1.27605,0.94292,0.94558,0.003367,0.003367,0.003367
69,20028,1.3496,1.00321,0.95955,0.53638,0.41072,0.43165,0.2638,1.27564,0.94355,0.94536,0.003268,0.003268,0.003268
70,20185.2,1.34149,1.00166,0.95972,0.52848,0.41524,0.43407,0.26425,1.27474,0.941,0.94452,0.003169,0.003169,0.003169
71,20337.5,1.3349,0.99258,0.95877,0.5354,0.41027,0.43365,0.26498,1.27431,0.94182,0.94465,0.00307,0.00307,0.00307
72,21972,1.34347,0.99808,0.95903,0.53644,0.4098,0.43553,0.26522,1.27543,0.93756,0.9446,0.002971,0.002971,0.002971
73,22115.7,1.34008,0.99694,0.95822,0.51709,0.42055,0.43386,0.26457,1.27433,0.93815,0.94442,0.002872,0.002872,0.002872
74,22257.1,1.32981,0.98425,0.95404,0.5237,0.41803,0.43548,0.26625,1.27327,0.93812,0.94426,0.002773,0.002773,0.002773
75,22398.7,1.32541,0.98207,0.95369,0.53294,0.41737,0.43568,0.2654,1.27442,0.93873,0.94422,0.002674,0.002674,0.002674
76,22541.4,1.33222,0.98345,0.95545,0.53763,0.41476,0.4363,0.26662,1.27156,0.93586,0.94393,0.002575,0.002575,0.002575
77,22683.6,1.33153,0.98055,0.95542,0.53328,0.41331,0.43648,0.2658,1.27426,0.9378,0.94475,0.002476,0.002476,0.002476
78,22826.3,1.32983,0.98044,0.95429,0.52476,0.41884,0.43708,0.26662,1.27412,0.93531,0.9434,0.002377,0.002377,0.002377
79,22970.2,1.32087,0.97425,0.95282,0.53449,0.41619,0.43762,0.26642,1.2728,0.93602,0.94318,0.002278,0.002278,0.002278
80,23119.5,1.33475,0.98349,0.95551,0.53214,0.41363,0.43683,0.26673,1.27192,0.93567,0.94321,0.002179,0.002179,0.002179
81,24058.7,1.32385,0.97261,0.95276,0.53466,0.41686,0.43781,0.26799,1.27173,0.93348,0.9431,0.00208,0.00208,0.00208
82,24200.9,1.31933,0.97112,0.9527,0.53495,0.41727,0.43992,0.26864,1.27236,0.93376,0.94315,0.001981,0.001981,0.001981
83,24343,1.32497,0.97305,0.95389,0.52656,0.42274,0.44073,0.26872,1.27251,0.93193,0.94312,0.001882,0.001882,0.001882
84,24485.1,1.32237,0.96892,0.95148,0.53533,0.41841,0.43961,0.26904,1.27024,0.93275,0.94284,0.001783,0.001783,0.001783
85,24631.2,1.31298,0.96269,0.94996,0.52969,0.41785,0.43944,0.26966,1.27111,0.93316,0.94249,0.001684,0.001684,0.001684
86,24774.8,1.32463,0.96943,0.95196,0.53578,0.41573,0.4406,0.26991,1.27268,0.93219,0.94269,0.001585,0.001585,0.001585
87,24926.7,1.31282,0.96102,0.95131,0.53781,0.41634,0.44079,0.26981,1.27047,0.93063,0.94182,0.001486,0.001486,0.001486
88,25069.8,1.31942,0.96204,0.94968,0.53151,0.42078,0.44013,0.26955,1.27036,0.92952,0.94204,0.001387,0.001387,0.001387
89,25220,1.3134,0.95643,0.94894,0.54797,0.41259,0.44056,0.26911,1.27118,0.92911,0.94206,0.001288,0.001288,0.001288
90,25366.1,1.30947,0.95536,0.94947,0.54568,0.41224,0.43981,0.26824,1.27216,0.92931,0.94211,0.001189,0.001189,0.001189
91,25527,1.24494,0.87199,0.93325,0.53788,0.41284,0.43684,0.26746,1.27423,0.93231,0.94233,0.00109,0.00109,0.00109
92,25653.2,1.23376,0.85695,0.93078,0.53191,0.41659,0.43814,0.26799,1.27299,0.93079,0.94207,0.000991,0.000991,0.000991
93,25779.6,1.23114,0.85398,0.92788,0.53147,0.41869,0.43843,0.26791,1.27285,0.93038,0.9419,0.000892,0.000892,0.000892
94,25905.1,1.22636,0.84809,0.92795,0.52858,0.41719,0.43662,0.26717,1.27421,0.93196,0.94224,0.000793,0.000793,0.000793
95,26030.9,1.22757,0.84512,0.92795,0.52979,0.41771,0.43666,0.26664,1.27411,0.93186,0.94224,0.000694,0.000694,0.000694
96,26156,1.22033,0.84111,0.92526,0.53689,0.41554,0.43681,0.26665,1.27343,0.93037,0.94218,0.000595,0.000595,0.000595
