t_mid,flow_veh_h,density_veh_km,mean_speed_kmh
2025-10-06 18:36:30,62.82725347121726,20.75115475980881,3.0276509523654154
2025-10-06 18:37:00,87.10262923840203,18.857296922522472,4.619041085065051
2025-10-06 18:37:30,85.59619406072443,19.28402454635267,4.438710076051728
2025-10-06 18:38:00,34.07164501552738,20.812115848692272,1.6371062540317483
2025-10-06 18:38:30,52.146874796397775,16.557031823655876,3.149530383935898
2025-10-06 18:39:00,36.14827792485842,12.887174254765906,2.8049809221358317
2025-10-06 18:39:30,25.65953329548352,18.345223773767735,1.3987037504647226
2025-10-06 18:40:00,55.45264900475785,9.06694599876449,6.115912569934146
2025-10-06 18:40:30,84.2814465973345,13.362670750373447,6.307230655591742
2025-10-06 18:41:00,72.79445085523886,18.910129866384036,3.8494950256604716
2025-10-06 18:41:30,64.30677933539162,12.26130707253461,5.244692018148631
