x_min,y_min,x_max,y_max,class_id,confidence,tracker_id,class_name,frame
870.53485,896.47064,916.26306,966.76447,3,0.77335685,15,car,32
853.15045,811.72284,907.0395,883.576,3,0.7276424,16,car,32
792.2005,2744.3687,902.38165,2931.7764,3,0.881191,1,car,33
855.8031,2256.0442,942.45154,2432.9028,3,0.8658801,3,car,33
808.93304,2483.7788,907.40314,2670.4138,3,0.8626972,8,car,33
894.75256,1851.2333,970.6758,2008.9105,3,0.8564797,11,car,33
891.52844,2049.7695,960.0194,2189.3826,3,0.84969294,7,car,33
889.50385,1348.321,951.3309,1459.877,3,0.84857607,5,car,33
913.0327,1504.1143,974.2313,1622.9637,3,0.83867294,9,car,33
910.1051,1686.7427,970.19226,1801.856,3,0.8318838,12,car,33
892.0045,1207.8188,944.9537,1301.0585,3,0.8236702,13,car,33
882.3177,1032.7847,932.9883,1114.0164,3,0.81245977,10,car,33
870.9164,897.90454,916.5613,969.48816,3,0.7638443,15,car,33
853.01953,812.3954,907.4758,885.54144,3,0.7209427,16,car,33
792.17194,2743.5083,902.4957,2931.7368,3,0.881038,1,car,34
855.5748,2256.0737,942.26245,2432.8184,3,0.86445504,3,car,34
809.0378,2483.1821,907.48224,2670.4858,3,0.86298895,8,car,34
894.76117,1851.349,970.58734,2008.9076,3,0.8561226,11,car,34
891.63684,2049.6292,960.0934,2189.234,3,0.85018355,7,car,34
889.55,1348.4414,951.6154,1458.8181,3,0.847952,5,car,34
913.149,1504.209,974.4014,1622.4512,3,0.83915704,9,car,34
910.656,1686.62,970.361,1801.7897,3,0.83205426,12,car,34
882.1245,1032.4092,933.2406,1114.3564,3,0.82030886,10,car,34
892.1887,1207.8044,945.2908,1301.9368,3,0.8198542,13,car,34
870.78973,897.69214,916.2559,969.48193,3,0.76950276,15,car,34
852.7262,812.1363,907.4791,884.84125,3,0.73024005,16,car,34
792.2003,2743.7554,902.4972,2931.774,3,0.88074607,1,car,35
855.64624,2256.037,942.23865,2432.9175,3,0.86506784,3,car,35
808.7591,2483.3972,907.46027,2670.7156,3,0.8631387,8,car,35
894.78516,1851.3036,970.68713,2008.8955,3,0.85632104,11,car,35
891.3623,2049.5461,960.0193,2189.065,3,0.85101706,7,car,35
889.36926,1349.2457,950.9938,1459.1838,3,0.84483826,5,car,35
913.3052,1504.3964,974.1625,1622.7312,3,0.8391499,9,car,35
910.65875,1686.6145,970.0924,1801.9526,3,0.82943666,12,car,35
882.0972,1032.455,933.23236,1114.5558,3,0.82084054,10,car,35
892.79956,1208.404,945.4495,1301.7544,3,0.8089647,13,car,35
871.0109,897.947,916.26105,969.7251,3,0.77780163,15,car,35
852.7621,812.5144,907.30774,884.7693,3,0.73071134,16,car,35
792.2188,2743.5242,902.4736,2931.6863,3,0.8803748,1,car,36
855.48505,2255.964,942.4523,2433.0176,3,0.8649278,3,car,36
808.756,2483.35,907.5952,2670.5693,3,0.86248034,8,car,36
894.7566,1851.2249,970.70764,2008.7695,3,0.857328,11,car,36
891.2199,2049.4111,960.28217,2189.4312,3,0.850986,7,car,36
889.34106,1349.0759,951.31476,1458.6333,3,0.84501165,5,car,36
913.2623,1504.3214,974.2914,1622.6741,3,0.8370436,9,car,36
910.08307,1686.501,970.2248,1801.7944,3,0.83290654,12,car,36
881.7299,1032.3468,932.97345,1115.6516,3,0.82836485,10,car,36
892.9393,1209.0847,945.79926,1302.3579,3,0.8227606,13,car,36
871.31616,898.76636,916.51245,969.8147,3,0.78422415,15,car,36
853.2669,813.0552,907.496,885.68176,3,0.7357798,16,car,36
792.4259,2743.8145,902.4686,2931.6318,3,0.8804548,1,car,37
855.581,2255.9849,942.284,2432.9292,3,0.8644244,3,car,37
808.87646,2483.3628,907.64575,2670.3823,3,0.8631423,8,car,37
894.806,1851.2607,970.70435,2008.8047,3,0.8574809,11,car,37
891.4488,2049.2646,960.0273,2189.3945,3,0.8496916,7,car,37
889.62616,1349.2168,951.2247,1458.2998,3,0.84324485,5,car,37
913.3286,1504.3811,974.3606,1622.7477,3,0.83698756,9,car,37
910.6961,1686.655,970.3537,1801.8708,3,0.8321486,12,car,37
893.03467,1209.2048,946.0089,1302.3926,3,0.8283929,13,car,37
882.1152,1032.3379,933.3704,1116.1322,3,0.8241358,10,car,37
871.18066,899.551,916.7908,969.83716,3,0.7930225,15,car,37
853.23047,812.69385,907.504,885.57074,3,0.74237466,16,car,37
792.20526,2743.5168,902.5239,2931.564,3,0.8806516,1,car,38
855.5927,2255.7576,942.3459,2432.8396,3,0.86397535,3,car,38
809.0396,2483.5327,907.7767,2670.1948,3,0.86382794,8,car,38
894.78845,1851.2003,970.60657,2008.819,3,0.85572296,11,car,38
891.5581,2049.0188,960.09814,2188.843,3,0.85030437,7,car,38
889.8395,1349.4413,951.03076,1458.9867,3,0.84048057,5,car,38
913.27185,1504.378,974.14307,1622.5305,3,0.8378346,9,car,38
893.0145,1210.2229,945.8527,1303.0293,3,0.8343729,13,car,38
910.78235,1686.52,970.2722,1801.8691,3,0.83130014,12,car,38
882.17487,1032.5889,933.26715,1116.1753,3,0.8190279,10,car,38
871.5637,899.8993,916.7395,969.93,3,0.79933864,15,car,38
853.5343,812.2835,907.3423,885.5213,3,0.7443759,16,car,38
792.2939,2743.549,902.94305,2931.4292,3,0.87962073,1,car,39
855.6504,2255.7222,942.49585,2432.895,3,0.86379594,3,car,39
809.04565,2483.4233,907.24255,2670.1704,3,0.8627373,8,car,39
894.87286,1851.2754,970.59796,2008.9424,3,0.8557389,11,car,39
891.64355,2049.0916,960.0691,2188.6533,3,0.8500966,7,car,39
913.15356,1504.3416,974.19324,1622.2952,3,0.8374157,9,car,39
891.26013,1350.1301,951.3518,1460.6709,3,0.83470607,5,car,39
910.74976,1686.4534,970.44965,1801.7461,3,0.83259475,12,car,39
892.35046,1210.938,945.33496,1303.3389,3,0.83134496,13,car,39
882.4214,1033.6036,933.32214,1116.7104,3,0.81097746,10,car,39
871.84326,900.7169,916.96204,970.6356,3,0.8100506,15,car,39
854.16455,812.7755,907.7323,886.1171,3,0.7754368,16,car,39
792.28735,2743.4595,902.6615,2931.5005,3,0.87871015,1,car,40
808.7814,2483.2407,907.7202,2669.9966,3,0.8645945,8,car,40
855.51526,2255.6592,942.5314,2432.7017,3,0.86334956,3,car,40
894.74854,1851.2039,970.63367,2008.6614,3,0.857734,11,car,40
891.7465,2049.004,960.05695,2188.4902,3,0.8518067,7,car,40
913.2294,1504.3677,974.254,1622.1465,3,0.8379275,9,car,40
891.5541,1350.1614,951.6969,1461.3997,3,0.83318335,5,car,40
910.7393,1686.3918,970.45074,1801.8164,3,0.8318879,12,car,40
892.20135,1211.514,945.46857,1303.7677,3,0.82055384,13,car,40
871.5585,901.21765,917.032,970.7633,3,0.8061119,15,car,40
882.57666,1034.2715,933.33264,1117.4902,3,0.79457086,10,car,40
854.22656,812.46436,908.15424,886.7943,3,0.7751775,16,car,40
792.4107,2743.3245,902.79254,2931.4612,3,0.8793324,1,car,41
855.4532,2255.658,942.7297,2432.8828,3,0.8637895,3,car,41
809.08813,2483.5542,907.47473,2669.788,3,0.863717,8,car,41
894.7806,1851.1333,970.628,2008.8267,3,0.85517734,11,car,41
891.7914,2048.9585,960.152,2188.728,3,0.85051155,7,car,41
913.37274,1504.5537,974.3,1622.358,3,0.8376335,9,car,41
910.87646,1686.314,970.3407,1801.8394,3,0.83118355,12,car,41
891.9051,1350.6243,951.3221,1461.5671,3,0.8290129,5,car,41
872.1103,901.1908,917.1839,970.66174,3,0.8042884,15,car,41
883.00323,1034.574,933.1833,1117.9888,3,0.7930864,10,car,41
892.46155,1211.5997,945.49475,1304.1486,3,0.7867811,13,car,41
854.4967,812.7589,908.2418,887.1769,3,0.78126335,16,car,41
792.7335,2743.5444,902.75555,2931.2178,3,0.87920827,1,car,42
809.0008,2483.476,907.3515,2669.9082,3,0.864291,8,car,42
855.4814,2255.5847,942.82745,2433.0107,3,0.86331815,3,car,42
895.02924,1851.2435,970.4751,2008.5289,3,0.8577868,11,car,42
892.0223,2048.9436,959.90405,2188.306,3,0.8506089,7,car,42
913.56134,1504.3921,974.2055,1622.2212,3,0.8381721,9,car,42
910.82556,1685.9952,970.39124,1801.7721,3,0.8341632,12,car,42
892.1098,1350.3481,952.038,1462.3325,3,0.8319323,5,car,42
872.0308,901.17114,917.31464,970.719,3,0.8060272,15,car,42
883.09625,1034.8414,933.60223,1118.0065,3,0.80078846,10,car,42
854.255,813.2838,908.3583,887.2478,3,0.7972798,16,car,42
892.92114,1211.7344,945.6614,1305.6023,3,0.7716433,13,car,42
792.5546,2743.4604,902.72955,2931.1897,3,0.87783694,1,car,43
809.121,2483.4795,907.68945,2669.5835,3,0.8646549,8,car,43
855.5259,2255.5405,942.9049,2432.9597,3,0.8631406,3,car,43
895.075,1851.293,970.4753,2008.5857,3,0.8580117,11,car,43
892.0424,2048.9907,959.89325,2187.9614,3,0.85017973,7,car,43
913.53094,1504.3992,974.1568,1622.1655,3,0.83879495,9,car,43
892.5476,1350.7394,952.3059,1462.6483,3,0.8337458,5,car,43
911.1688,1685.9952,970.338,1801.7721,3,0.8323091,12,car,43
871.9115,901.457,917.58057,971.0021,3,0.80722165,15,car,43
883.0882,1035.1694,933.40265,1118.046,3,0.804029,10,car,43
854.76697,813.46124,908.76025,887.7629,3,0.78933966,16,car,43
893.39136,1212.0266,945.8097,1306.873,3,0.78686494,13,car,43
792.41,2743.2605,902.7768,2931.1597,3,0.8771441,1,car,44
808.96234,2483.475,907.41266,2669.6816,3,0.8646608,8,car,44
855.40594,2255.4905,942.8582,2433.089,3,0.86420804,3,car,44
895.0922,1851.119,970.5423,2008.5802,3,0.8579963,11,car,44
892.3284,2049.0674,959.8735,2187.542,3,0.8504674,7,car,44
913.48987,1504.3553,974.0853,1622.12,3,0.8378424,9,car,44
892.2184,1351.1567,952.3215,1463.4059,3,0.83715796,5,car,44
911.1094,1685.8064,970.44086,1801.8088,3,0.8319286,12,car,44
883.02704,1035.5791,933.5422,1117.6111,3,0.8133518,10,car,44
893.7537,1212.2405,946.20667,1307.7031,3,0.81059664,13,car,44
872.02515,901.5045,917.43823,971.141,3,0.7997029,15,car,44
854.70996,813.73425,908.83154,888.2858,3,0.79489434,16,car,44
792.6669,2743.2517,902.87036,2931.0432,3,0.87639046,1,car,45
855.51105,2255.5464,943.1345,2433.0225,3,0.8634788,3,car,45
809.20917,2483.6191,907.30865,2669.7627,3,0.86332947,8,car,45
895.03656,1851.1897,970.55896,2008.5886,3,0.858056,11,car,45
892.29224,2049.331,960.04553,2187.4731,3,0.85023963,7,car,45
913.7604,1504.2489,974.1187,1622.0273,3,0.8380169,9,car,45
891.8703,1351.4922,952.47253,1463.8933,3,0.8374544,5,car,45
911.0574,1685.8513,970.4956,1801.801,3,0.83254534,12,car,45
882.7425,1035.8315,933.3964,1117.7866,3,0.8212988,10,car,45
893.4946,1213.4487,946.3257,1308.6006,3,0.8086344,13,car,45
854.4911,814.5665,908.76807,888.3727,3,0.80456656,16,car,45
872.18445,900.41656,917.6358,971.4117,3,0.79530776,15,car,45
792.8744,2743.44,902.7881,2930.8916,3,0.87513065,1,car,46
809.0145,2483.435,907.684,2669.5269,3,0.86435694,8,car,46
855.5085,2255.4558,943.2713,2432.9377,3,0.86421853,3,car,46
895.0278,1851.2128,970.69867,2008.6146,3,0.8560344,11,car,46
892.5804,2049.3296,960.0866,2187.1816,3,0.84946585,7,car,46
913.6106,1504.4111,974.1427,1621.835,3,0.83810854,9,car,46
891.59235,1351.948,952.8448,1464.5396,3,0.8370124,5,car,46
911.046,1685.722,970.5996,1801.7963,3,0.8323462,12,car,46
882.73206,1036.7937,933.2915,1118.0856,3,0.825724,10,car,46
893.6821,1213.8376,946.5447,1308.8243,3,0.80972826,13,car,46
872.6321,901.342,917.67126,971.3326,3,0.7881798,15,car,46
854.79016,814.3634,909.1714,889.2261,3,0.78654635,16,car,46
792.94006,2743.2546,902.6821,2930.7385,3,0.8750038,1,car,47
855.41327,2255.4485,943.26215,2432.745,3,0.8645933,3,car,47
809.0592,2483.3145,907.3026,2669.4844,3,0.86352575,8,car,47
894.97833,1851.1782,970.7697,2008.436,3,0.8579715,11,car,47
892.4903,2049.2217,960.2038,2187.029,3,0.8494839,7,car,47
913.7767,1504.2963,974.2923,1621.9233,3,0.838067,9,car,47
891.7977,1352.3668,953.26636,1464.9459,3,0.8372294,5,car,47
882.51025,1037.1213,933.43555,1118.3596,3,0.8352847,10,car,47
911.07,1685.7041,970.7349,1801.8307,3,0.8325271,12,car,47
893.82275,1214.433,946.3524,1309.0714,3,0.80013317,13,car,47
854.6459,814.48755,908.97656,889.5952,3,0.7847633,16,car,47
873.2979,901.5111,917.78064,971.37805,3,0.7836981,15,car,47
792.8245,2743.035,902.6695,2930.5059,3,0.8748031,1,car,48
808.93744,2482.7834,907.1867,2669.3555,3,0.86347073,8,car,48
855.4224,2255.231,943.40533,2433.0388,3,0.863208,3,car,48
894.88513,1851.312,970.6562,2008.619,3,0.8589508,11,car,48
892.30566,2049.1943,960.202,2186.8062,3,0.8525788,7,car,48
882.32007,1037.1968,933.50684,1119.0935,3,0.8442917,10,car,48
913.7523,1504.097,974.3269,1621.8245,3,0.8388487,9,car,48
910.7981,1685.3,970.6677,1801.7126,3,0.83526665,12,car,48
891.96313,1352.4048,952.72156,1464.937,3,0.83515424,5,car,48
893.71234,1215.1218,946.0622,1309.3917,3,0.812531,13,car,48
854.6523,814.61554,909.0185,889.6503,3,0.7887971,16,car,48
873.1639,901.0217,917.8621,971.40454,3,0.7758602,15,car,48
792.75037,2742.8577,902.7396,2930.535,3,0.87422496,1,car,49
855.2046,2254.997,943.68994,2432.7837,3,0.8636618,3,car,49
809.0112,2482.99,907.46924,2669.504,3,0.8636145,8,car,49
894.8617,1851.3065,970.76935,2008.4905,3,0.8583072,11,car,49
892.28796,2049.058,960.2992,2186.768,3,0.8525073,7,car,49
882.49896,1037.947,933.6326,1119.7906,3,0.8461477,10,car,49
892.12445,1353.3013,953.1004,1464.8645,3,0.8390917,5,car,49
913.5553,1504.1166,974.21375,1621.6846,3,0.8382754,9,car,49
911.14136,1685.2981,970.75574,1801.7969,3,0.8337626,12,car,49
893.15076,1216.1685,945.84686,1309.3167,3,0.81760615,13,car,49
854.98425,814.4049,909.29517,889.6345,3,0.78689533,16,car,49
872.9564,901.7234,917.8332,971.3214,3,0.7793781,15,car,49
792.84045,2742.845,902.75446,2930.2842,3,0.8733222,1,car,50
855.2983,2255.0273,943.70984,2433.1582,3,0.8640753,3,car,50
808.6954,2482.448,906.90985,2669.7593,3,0.86163324,8,car,50
894.8227,1851.3054,970.9539,2008.6348,3,0.8569838,11,car,50
892.51,2049.1172,960.39465,2186.2075,3,0.8521111,7,car,50
882.4528,1038.7401,933.73773,1120.7703,3,0.8443092,10,car,50
891.61395,1353.404,952.3625,1465.5581,3,0.83976895,5,car,50
913.47253,1504.3335,974.30054,1621.7985,3,0.837619,9,car,50
911.10114,1684.9944,970.8964,1801.7937,3,0.8345041,12,car,50
892.7384,1217.8335,945.56744,1309.5874,3,0.82679653,13,car,50
854.96466,814.535,909.31696,889.65894,3,0.7826859,16,car,50
872.65814,902.8343,917.6367,972.0866,3,0.77408874,15,car,50
792.8932,2743.0525,902.90295,2930.3335,3,0.8732632,1,car,51
855.2375,2255.1057,943.5976,2433.115,3,0.8644528,3,car,51
808.97955,2482.5288,907.14935,2669.671,3,0.86192787,8,car,51
894.9226,1851.357,970.8716,2008.7256,3,0.8559363,11,car,51
892.48706,2049.0698,960.37634,2186.3872,3,0.85351825,7,car,51
891.5962,1353.7754,952.4769,1465.7603,3,0.8421285,5,car,51
882.0187,1039.0604,934.4352,1121.571,3,0.8412729,10,car,51
913.4189,1504.2168,974.3315,1621.718,3,0.83797956,9,car,51
910.9078,1684.9021,970.84845,1801.6472,3,0.83540463,12,car,51
892.21893,1218.7788,945.3686,1308.7876,3,0.82672685,13,car,51
855.02325,814.5576,909.6733,889.4862,3,0.78696054,16,car,51
872.2654,902.80066,917.76636,972.52783,3,0.7831168,15,car,51
792.6138,2742.0288,903.0758,2930.0752,3,0.8737335,1,car,52
855.15967,2254.9736,943.62305,2432.9182,3,0.86443263,3,car,52
808.83636,2482.8718,907.21875,2669.6304,3,0.86210144,8,car,52
894.8861,1851.286,970.9324,2008.6556,3,0.8562772,11,car,52
892.6443,2049.169,960.35156,2186.1982,3,0.8535739,7,car,52
891.5319,1354.2338,952.476,1466.0667,3,0.8452056,5,car,52
913.1638,1504.7958,974.42065,1621.3594,3,0.8390716,9,car,52
911.0883,1684.8657,970.8521,1801.7979,3,0.83482826,12,car,52
881.7947,1039.2947,934.9114,1122.3534,3,0.83415174,10,car,52
892.02295,1219.0151,945.66113,1310.027,3,0.8045796,13,car,52
871.8933,902.9079,917.99304,973.4925,3,0.7936776,15,car,52
854.8072,814.3224,909.75824,889.83856,3,0.79225683,16,car,52
792.7161,2742.2285,902.8332,2930.0706,3,0.8733755,1,car,53
855.1564,2255.088,943.745,2433.0703,3,0.8642506,3,car,53
808.9076,2482.8333,906.81335,2669.5557,3,0.8608759,8,car,53
894.9148,1851.1472,970.92773,2008.6912,3,0.8547044,11,car,53
892.709,2049.0742,960.32837,2186.1936,3,0.8533123,7,car,53
891.37775,1353.6296,952.0688,1466.6853,3,0.84281224,5,car,53
913.3927,1504.3538,974.3998,1621.7874,3,0.83778113,9,car,53
911.0144,1684.7952,970.9364,1801.8032,3,0.83551884,12,car,53
881.9735,1039.6084,935.3081,1123.1619,3,0.82467604,10,car,53
871.7252,903.48035,918.0582,974.07947,3,0.79778343,15,car,53
854.6033,814.3497,910.0896,889.99384,3,0.7905811,16,car,53
892.0792,1219.426,945.99646,1310.8663,3,0.7823736,13,car,53
793.10706,2742.0447,903.31146,2929.8743,3,0.87297183,1,car,54
855.29065,2255.1292,944.02576,2433.0125,3,0.86460066,3,car,54
808.8422,2482.8083,907.0688,2669.3638,3,0.8624611,8,car,54
894.993,1851.4244,971.03595,2008.5033,3,0.85438186,11,car,54
892.83014,2048.9053,960.5385,2185.8828,3,0.8539419,7,car,54
891.4488,1353.8717,952.4954,1466.7635,3,0.8443377,5,car,54
913.27936,1504.6162,974.4373,1621.3701,3,0.83814484,9,car,54
910.9833,1684.7604,970.9751,1801.5612,3,0.83595645,12,car,54
882.431,1040.0681,935.55615,1124.0022,3,0.8155183,10,car,54
892.7847,1219.4492,945.9161,1311.1306,3,0.8070403,13,car,54
871.9614,904.374,917.9742,974.9901,3,0.8011414,15,car,54
854.636,814.411,910.15247,890.35455,3,0.78495944,16,car,54
792.9256,2742.0815,903.2214,2929.7524,3,0.87246245,1,car,55
855.47534,2255.059,944.3701,2432.642,3,0.8648193,3,car,55
808.6787,2482.7522,907.3286,2669.4006,3,0.863287,8,car,55
892.8672,2048.8062,960.49866,2185.5552,3,0.85347736,7,car,55
895.0476,1851.275,970.9419,2008.422,3,0.84997326,11,car,55
891.5466,1353.55,952.15814,1466.7155,3,0.8449044,5,car,55
913.3799,1504.7046,974.5232,1621.2974,3,0.839168,9,car,55
911.0656,1684.7095,970.9521,1801.7695,3,0.83588487,12,car,55
893.1083,1219.4641,945.7705,1311.8718,3,0.8218188,13,car,55
882.58136,1040.399,935.52997,1123.9263,3,0.8195992,10,car,55
871.9909,904.1841,918.0511,974.91003,3,0.804286,15,car,55
854.6438,814.44543,910.13403,890.7151,3,0.7867433,16,car,55
793.3751,2742.4314,903.1831,2929.8025,3,0.87297034,1,car,56
855.4103,2255.1514,944.2267,2433.005,3,0.86430365,3,car,56
808.8197,2482.6838,906.8064,2669.2786,3,0.8625576,8,car,56
892.9096,2048.8232,960.45135,2185.5503,3,0.85408044,7,car,56
894.98895,1851.3206,970.95245,2008.4866,3,0.8538994,11,car,56
891.56287,1354.2052,952.038,1466.2123,3,0.84675336,5,car,56
913.2713,1504.7778,974.6078,1621.3442,3,0.8384047,9,car,56
911.10425,1684.8069,970.9072,1801.7476,3,0.8355362,12,car,56
893.4463,1219.5219,945.62366,1312.5386,3,0.8263272,13,car,56
883.17004,1040.9932,935.1308,1124.4504,3,0.81848216,10,car,56
872.3552,905.7768,917.7665,975.22174,3,0.8115391,15,car,56
854.48254,814.8075,910.16235,890.56323,3,0.79025936,16,car,56
793.21204,2741.8354,903.42163,2929.5732,3,0.8719914,1,car,57
855.5006,2255.061,943.9596,2432.8557,3,0.8634416,3,car,57
808.491,2482.3276,906.8051,2669.5007,3,0.86117256,8,car,57
893.36255,2048.9524,960.5364,2184.788,3,0.8561216,7,car,57
891.6451,1354.8645,951.93475,1466.5607,3,0.8477527,5,car,57
894.9946,1851.4995,970.949,2008.3191,3,0.84057736,11,car,57
913.29785,1505.0688,974.70374,1621.1453,3,0.83910716,9,car,57
911.06525,1684.4513,971.05023,1801.5883,3,0.8366699,12,car,57
893.49915,1219.8997,945.6594,1313.4861,3,0.8179333,13,car,57
872.69995,906.7728,917.8961,976.21277,3,0.8154917,15,car,57
883.77527,1041.4341,934.8793,1124.8667,3,0.80881757,10,car,57
855.1952,815.0579,910.2986,891.33453,3,0.776294,16,car,57
793.4099,2742.1416,903.6123,2929.5552,3,0.87250745,1,car,58
855.5189,2255.104,944.22144,2432.733,3,0.8652672,3,car,58
808.86426,2482.4844,907.0563,2669.5645,3,0.8619761,8,car,58
893.45593,2049.1938,960.5382,2185.0469,3,0.8554114,7,car,58
895.0014,1851.4252,970.864,2008.6293,3,0.84841645,11,car,58
891.7405,1355.0269,951.93677,1467.2417,3,0.8451045,5,car,58
913.32825,1504.7443,974.6704,1621.4121,3,0.83805,9,car,58
911.07404,1684.7684,970.9484,1801.749,3,0.8348555,12,car,58
893.35565,1220.103,945.72235,1313.9951,3,0.8215633,13,car,58
872.95844,906.9919,918.1818,976.3453,3,0.81773883,15,car,58
884.363,1041.6946,934.84625,1124.4377,3,0.8139643,10,car,58
855.0046,815.2871,910.394,890.59265,3,0.78135395,16,car,58
793.49304,2742.3757,903.8754,2929.5527,3,0.8719609,1,car,59
855.5919,2255.1848,944.34534,2433.0254,3,0.86579555,3,car,59
808.9618,2482.1665,906.74963,2669.349,3,0.8620432,8,car,59
893.406,2049.1816,960.70276,2185.0276,3,0.855174,7,car,59
895.09186,1851.5852,970.966,2008.259,3,0.8479447,11,car,59
913.23944,1504.9836,974.9577,1621.2834,3,0.83918756,9,car,59
891.8108,1355.072,952.8986,1468.6592,3,0.8372736,5,car,59
910.94366,1684.686,971.0422,1801.867,3,0.8344938,12,car,59
884.2952,1042.3484,934.6139,1125.3124,3,0.82747924,10,car,59
893.426,1220.3733,946.1343,1314.6008,3,0.8205237,13,car,59
873.1657,907.4976,918.2624,976.99493,3,0.8191548,15,car,59
854.83105,815.3516,910.3855,891.21405,3,0.7735095,16,car,59
793.5408,2741.791,903.7195,2929.2646,3,0.87005985,1,car,60
855.9606,2254.8047,944.30493,2432.7085,3,0.863738,3,car,60
809.1633,2481.9412,906.9087,2669.6343,3,0.860316,8,car,60
893.79236,2049.442,960.96387,2184.6802,3,0.85795766,7,car,60
895.5393,1851.3591,970.9374,2008.2146,3,0.84551525,11,car,60
913.5304,1504.998,975.4651,1621.3597,3,0.84014016,9,car,60
892.6115,1354.8394,953.7563,1469.8619,3,0.8397805,5,car,60
910.9279,1684.8562,971.04474,1801.7532,3,0.8347087,12,car,60
884.07697,1042.6854,935.233,1125.961,3,0.83411866,10,car,60
893.59735,1220.9314,946.35626,1314.845,3,0.82078063,13,car,60
873.60297,907.73126,917.95953,977.41223,3,0.8169122,15,car,60
854.9262,815.6675,909.62274,892.45386,3,0.76549065,16,car,60
793.70746,2741.8955,903.6458,2929.2456,3,0.87105817,1,car,61
855.9177,2254.792,944.49023,2432.715,3,0.86353475,3,car,61
809.2407,2481.9268,907.0288,2668.9912,3,0.8618526,8,car,61
893.7539,2049.3967,960.9159,2184.7583,3,0.8576598,7,car,61
895.42676,1851.3076,970.9772,2007.9873,3,0.8487527,11,car,61
913.5533,1505.1631,975.52167,1621.4307,3,0.84092695,9,car,61
893.03735,1355.2532,953.7002,1470.3623,3,0.83804536,5,car,61
910.8009,1684.9116,971.0342,1801.9072,3,0.83395654,12,car,61
883.54486,1042.9191,935.4611,1127.0125,3,0.8317188,10,car,61
873.4098,907.54785,917.8361,977.79395,3,0.8167158,15,car,61
893.4125,1221.5366,946.48083,1315.0,3,0.81411844,13,car,61
855.0758,815.4911,910.1393,891.56824,3,0.7698677,16,car,61
793.5077,2741.8271,903.1227,2929.3396,3,0.8700786,1,car,62
856.0241,2254.848,944.2161,2432.5703,3,0.8634351,3,car,62
809.194,2482.0874,906.791,2669.2778,3,0.86114264,8,car,62
893.85754,2049.489,960.9957,2184.6611,3,0.8581299,7,car,62
913.5452,1505.1268,975.34607,1621.4062,3,0.841241,9,car,62
895.7111,1851.3094,970.9193,2009.2277,3,0.8381275,11,car,62
883.74097,1042.9596,935.76965,1127.4196,3,0.8379652,10,car,62
893.0455,1355.0398,953.9438,1471.0496,3,0.8353215,5,car,62
910.7904,1684.9526,970.875,1801.8593,3,0.8348741,12,car,62
893.0213,1222.4873,945.8421,1316.1428,3,0.8256157,13,car,62
872.9471,907.88873,917.81854,978.1276,3,0.818716,15,car,62
855.50775,815.77124,909.7454,891.59155,3,0.76464957,16,car,62
793.60034,2741.9375,903.3856,2929.455,3,0.87175167,1,car,63
855.90454,2254.77,944.4745,2432.9048,3,0.86512846,3,car,63
809.21375,2482.1455,906.9992,2669.4294,3,0.8606844,8,car,63
893.5375,2049.291,961.21436,2184.7964,3,0.85740125,7,car,63
895.3091,1851.2905,970.96497,2008.0242,3,0.8483732,11,car,63
913.4718,1505.1283,975.4878,1621.426,3,0.8410658,9,car,63
883.6531,1043.2723,936.0231,1127.677,3,0.83844537,10,car,63
892.8228,1354.9823,954.19135,1471.7095,3,0.83698153,5,car,63
910.773,1685.0138,971.044,1801.8124,3,0.83527994,12,car,63
892.2325,1223.0884,946.2475,1316.2466,3,0.8284222,13,car,63
872.8092,908.4415,917.74255,977.97876,3,0.8172474,15,car,63
855.1776,815.8863,909.5834,892.7457,3,0.7672034,16,car,63
793.4771,2741.7473,903.31604,2929.3777,3,0.8708835,1,car,64
856.02673,2254.7925,944.56104,2432.6387,3,0.8646298,3,car,64
809.2502,2482.1624,906.95087,2669.2566,3,0.8611462,8,car,64
893.84875,2049.2266,961.1488,2184.5913,3,0.8574504,7,car,64
913.4341,1505.0746,975.3981,1621.5095,3,0.84143317,9,car,64
895.5513,1851.2794,971.0156,2009.2965,3,0.8387177,11,car,64
893.3214,1355.2599,953.99744,1471.8666,3,0.8383622,5,car,64
910.4835,1684.7893,970.8825,1801.9109,3,0.83605325,12,car,64
891.69385,1223.4626,945.57837,1317.7427,3,0.8293407,13,car,64
883.7917,1043.6658,936.21844,1128.1218,3,0.8274454,10,car,64
872.9511,908.2246,918.0782,978.06323,3,0.81784624,15,car,64
855.5777,815.4324,909.62714,891.8604,3,0.7648906,16,car,64
793.4773,2741.8047,903.3369,2929.1926,3,0.8712963,1,car,65
856.0565,2255.058,944.45984,2432.7327,3,0.86425495,3,car,65
809.17236,2482.2341,906.5742,2669.1555,3,0.86088413,8,car,65
894.01447,2049.2644,961.1091,2184.495,3,0.8577751,7,car,65
913.49854,1504.6836,975.5444,1621.4636,3,0.8405744,9,car,65
893.21423,1355.4087,954.08875,1472.3763,3,0.8374462,5,car,65
910.6137,1684.7999,970.8151,1801.8805,3,0.8357431,12,car,65
895.5782,1851.2002,970.9609,2009.1646,3,0.83435005,11,car,65
883.9429,1043.9971,936.1903,1128.4017,3,0.8269452,10,car,65
891.232,1223.4442,945.9113,1317.9022,3,0.82289696,13,car,65
873.0606,908.0731,918.23236,977.66235,3,0.816362,15,car,65
